palabra_clave;rol;grupo;tipo_dato;idioma;prioridad;rol_motor_actual
nro del expediente;folio_documento;identificador;texto;es;70;
nro del factura;folio_documento;identificador;texto;es;70;
nro del gasto;folio_documento;identificador;texto;es;70;
nro del guia despacho;folio_documento;identificador;texto;es;70;
nro del ingreso;folio_documento;identificador;texto;es;70;
nro del liquidacion;folio_documento;identificador;texto;es;70;
nro del movimiento;folio_documento;identificador;texto;es;70;
nro del nota credito;folio_documento;identificador;texto;es;70;
nro del nota debito;folio_documento;identificador;texto;es;70;
nro del operacion;folio_documento;identificador;texto;es;70;
nro del orden;folio_documento;identificador;texto;es;70;
nro del pedido;folio_documento;identificador;texto;es;70;
nro del proyecto;folio_documento;identificador;texto;es;70;
nro del remesa;folio_documento;identificador;texto;es;70;
nro del rendicion;folio_documento;identificador;texto;es;70;
nro del servicio;folio_documento;identificador;texto;es;70;
nro del solicitud;folio_documento;identificador;texto;es;70;
nro del ticket;folio_documento;identificador;texto;es;70;
nro del tramite;folio_documento;identificador;texto;es;70;
nro del transaccion;folio_documento;identificador;texto;es;70;
nro del venta;folio_documento;identificador;texto;es;70;
nro_casos;folio_documento;identificador;texto;es;70;
nro_compras;folio_documento;identificador;texto;es;70;
nro_comprobantes;folio_documento;identificador;texto;es;70;
nro_contratos;folio_documento;identificador;texto;es;70;
nro_cotizaciones;folio_documento;identificador;texto;es;70;
nro_egresos;folio_documento;identificador;texto;es;70;
nro_expedientes;folio_documento;identificador;texto;es;70;
nro_gastos;folio_documento;identificador;texto;es;70;
nro_guia despachos;folio_documento;identificador;texto;es;70;
nro_ingresos;folio_documento;identificador;texto;es;70;
nro_liquidaciones;folio_documento;identificador;texto;es;70;
nro_movimientos;folio_documento;identificador;texto;es;70;
nro_nota creditos;folio_documento;identificador;texto;es;70;
nro_nota debitos;folio_documento;identificador;texto;es;70;
nro_operaciones;folio_documento;identificador;texto;es;70;
nro_proyectos;folio_documento;identificador;texto;es;70;
nro_remesas;folio_documento;identificador;texto;es;70;
nro_rendiciones;folio_documento;identificador;texto;es;70;
nro_servicios;folio_documento;identificador;texto;es;70;
nro_solicitudes;folio_documento;identificador;texto;es;70;
nro_tramites;folio_documento;identificador;texto;es;70;
nro_transacciones;folio_documento;identificador;texto;es;70;
nro_ventas;folio_documento;identificador;texto;es;70;
num de boletas;folio_documento;identificador;texto;es;70;
num de casos;folio_documento;identificador;texto;es;70;
num de compras;folio_documento;identificador;texto;es;70;
num de comprobantes;folio_documento;identificador;texto;es;70;
num de contratos;folio_documento;identificador;texto;es;70;
num de cotizaciones;folio_documento;identificador;texto;es;70;
num de documentos;folio_documento;identificador;texto;es;70;
num de egresos;folio_documento;identificador;texto;es;70;
num de expedientes;folio_documento;identificador;texto;es;70;
num de facturas;folio_documento;identificador;texto;es;70;
num de gastos;folio_documento;identificador;texto;es;70;
num de guia despachos;folio_documento;identificador;texto;es;70;
num de ingresos;folio_documento;identificador;texto;es;70;
num de liquidaciones;folio_documento;identificador;texto;es;70;
num de movimientos;folio_documento;identificador;texto;es;70;
num de nota creditos;folio_documento;identificador;texto;es;70;
num de nota debitos;folio_documento;identificador;texto;es;70;
num de operaciones;folio_documento;identificador;texto;es;70;
num de ordenes;folio_documento;identificador;texto;es;70;
num de pedidos;folio_documento;identificador;texto;es;70;
num de proyectos;folio_documento;identificador;texto;es;70;
num de remesas;folio_documento;identificador;texto;es;70;
num de rendiciones;folio_documento;identificador;texto;es;70;
num de servicios;folio_documento;identificador;texto;es;70;
num de solicitudes;folio_documento;identificador;texto;es;70;
num de tramites;folio_documento;identificador;texto;es;70;
num de transacciones;folio_documento;identificador;texto;es;70;
num de ventas;folio_documento;identificador;texto;es;70;
num del boleta;folio_documento;identificador;texto;es;70;
num del caso;folio_documento;identificador;texto;es;70;
num del compra;folio_documento;identificador;texto;es;70;
num del comprobante;folio_documento;identificador;texto;es;70;
num del contrato;folio_documento;identificador;texto;es;70;
num del cotizacion;folio_documento;identificador;texto;es;70;
num del documento;folio_documento;identificador;texto;es;70;
num del egreso;folio_documento;identificador;texto;es;70;
num del expediente;folio_documento;identificador;texto;es;70;
num del factura;folio_documento;identificador;texto;es;70;
num del gasto;folio_documento;identificador;texto;es;70;
num del guia despacho;folio_documento;identificador;texto;es;70;
num del ingreso;folio_documento;identificador;texto;es;70;
num del liquidacion;folio_documento;identificador;texto;es;70;
num del movimiento;folio_documento;identificador;texto;es;70;
num del nota credito;folio_documento;identificador;texto;es;70;
num del nota debito;folio_documento;identificador;texto;es;70;
num del operacion;folio_documento;identificador;texto;es;70;
num del orden;folio_documento;identificador;texto;es;70;
num del pedido;folio_documento;identificador;texto;es;70;
num del proyecto;folio_documento;identificador;texto;es;70;
num del remesa;folio_documento;identificador;texto;es;70;
num del rendicion;folio_documento;identificador;texto;es;70;
num del servicio;folio_documento;identificador;texto;es;70;
num del solicitud;folio_documento;identificador;texto;es;70;
num del ticket;folio_documento;identificador;texto;es;70;
num del tramite;folio_documento;identificador;texto;es;70;
num del transaccion;folio_documento;identificador;texto;es;70;
num del venta;folio_documento;identificador;texto;es;70;
num_boletas;folio_documento;identificador;texto;es;70;
num_casos;folio_documento;identificador;texto;es;70;
num_compras;folio_documento;identificador;texto;es;70;
num_comprobantes;folio_documento;identificador;texto;es;70;
num_contratos;folio_documento;identificador;texto;es;70;
num_cotizaciones;folio_documento;identificador;texto;es;70;
num_documentos;folio_documento;identificador;texto;es;70;
num_egresos;folio_documento;identificador;texto;es;70;
num_expedientes;folio_documento;identificador;texto;es;70;
num_facturas;folio_documento;identificador;texto;es;70;
num_gastos;folio_documento;identificador;texto;es;70;
num_guia despachos;folio_documento;identificador;texto;es;70;
num_ingresos;folio_documento;identificador;texto;es;70;
num_liquidaciones;folio_documento;identificador;texto;es;70;
num_movimientos;folio_documento;identificador;texto;es;70;
num_nota creditos;folio_documento;identificador;texto;es;70;
num_nota debitos;folio_documento;identificador;texto;es;70;
num_operaciones;folio_documento;identificador;texto;es;70;
num_ordenes;folio_documento;identificador;texto;es;70;
num_pedidos;folio_documento;identificador;texto;es;70;
num_proyectos;folio_documento;identificador;texto;es;70;
num_remesas;folio_documento;identificador;texto;es;70;
num_rendiciones;folio_documento;identificador;texto;es;70;
num_servicios;folio_documento;identificador;texto;es;70;
num_solicitudes;folio_documento;identificador;texto;es;70;
num_tramites;folio_documento;identificador;texto;es;70;
num_transacciones;folio_documento;identificador;texto;es;70;
num_ventas;folio_documento;identificador;texto;es;70;
numero de casos;folio_documento;identificador;texto;es;70;
numero de comprobantes;folio_documento;identificador;texto;es;70;
numero de documentos;folio_documento;identificador;texto;es;70;
numero de expedientes;folio_documento;identificador;texto;es;70;
numero de solicitudes;folio_documento;identificador;texto;es;70;
numero de tramites;folio_documento;identificador;texto;es;70;
numero del caso;folio_documento;identificador;texto;es;70;
numero del comprobante;folio_documento;identificador;texto;es;70;
numero del documento;folio_documento;identificador;texto;es;70;
numero del expediente;folio_documento;identificador;texto;es;70;
numero del solicitud;folio_documento;identificador;texto;es;70;
numero del ticket;folio_documento;identificador;texto;es;70;
numero del tramite;folio_documento;identificador;texto;es;70;
numero_expedientes;folio_documento;identificador;texto;es;70;
numero_tramites;folio_documento;identificador;texto;es;70;
order no;folio_documento;identificador;texto;en;70;
po no;folio_documento;identificador;texto;en;70;
receipt no;folio_documento;identificador;texto;en;70;
reference number;folio_documento;identificador;texto;en;70;
ticket no;folio_documento;identificador;texto;en;70;
tracking number;folio_documento;identificador;texto;en;70;
waybill number;folio_documento;identificador;texto;en;70;
folio abonos;folio_documento;identificador;texto;es;65;
folio ajustes;folio_documento;identificador;texto;es;65;
folio anticipos;folio_documento;identificador;texto;es;65;
folio arriendos;folio_documento;identificador;texto;es;65;
folio cargos;folio_documento;identificador;texto;es;65;
folio castigos;folio_documento;identificador;texto;es;65;
folio consultas;folio_documento;identificador;texto;es;65;
folio convenios;folio_documento;identificador;texto;es;65;
folio creditos;folio_documento;identificador;texto;es;65;
folio cuotas;folio_documento;identificador;texto;es;65;
folio de abonos;folio_documento;identificador;texto;es;65;
folio de ajustes;folio_documento;identificador;texto;es;65;
folio de anticipos;folio_documento;identificador;texto;es;65;
folio de arriendos;folio_documento;identificador;texto;es;65;
folio de cargos;folio_documento;identificador;texto;es;65;
folio de castigos;folio_documento;identificador;texto;es;65;
folio de consultas;folio_documento;identificador;texto;es;65;
folio de convenios;folio_documento;identificador;texto;es;65;
folio de creditos;folio_documento;identificador;texto;es;65;
folio de cuotas;folio_documento;identificador;texto;es;65;
folio de descuento aplicados;folio_documento;identificador;texto;es;65;
folio de donaciones;folio_documento;identificador;texto;es;65;
folio de garantias;folio_documento;identificador;texto;es;65;
folio de inversiones;folio_documento;identificador;texto;es;65;
folio de licitaciones;folio_documento;identificador;texto;es;65;
folio de matriculas;folio_documento;identificador;texto;es;65;
folio de multas;folio_documento;identificador;texto;es;65;
folio de polizas;folio_documento;identificador;texto;es;65;
folio de prestamos;folio_documento;identificador;texto;es;65;
folio de provisiones;folio_documento;identificador;texto;es;65;
folio de recibos;folio_documento;identificador;texto;es;65;
folio de reclamos;folio_documento;identificador;texto;es;65;
folio de rendimientos;folio_documento;identificador;texto;es;65;
folio de siniestros;folio_documento;identificador;texto;es;65;
folio de suscripciones;folio_documento;identificador;texto;es;65;
folio de voucheres;folio_documento;identificador;texto;es;65;
folio descuento aplicados;folio_documento;identificador;texto;es;65;
folio donaciones;folio_documento;identificador;texto;es;65;
folio garantias;folio_documento;identificador;texto;es;65;
folio inversiones;folio_documento;identificador;texto;es;65;
folio licitaciones;folio_documento;identificador;texto;es;65;
folio matriculas;folio_documento;identificador;texto;es;65;
folio multas;folio_documento;identificador;texto;es;65;
folio polizas;folio_documento;identificador;texto;es;65;
folio prestamos;folio_documento;identificador;texto;es;65;
folio provisiones;folio_documento;identificador;texto;es;65;
folio recibos;folio_documento;identificador;texto;es;65;
folio reclamos;folio_documento;identificador;texto;es;65;
folio rendimientos;folio_documento;identificador;texto;es;65;
folio siniestros;folio_documento;identificador;texto;es;65;
folio suscripciones;folio_documento;identificador;texto;es;65;
folio voucheres;folio_documento;identificador;texto;es;65;
nro abonos;folio_documento;identificador;texto;es;65;
nro ajustes;folio_documento;identificador;texto;es;65;
nro anticipos;folio_documento;identificador;texto;es;65;
nro arriendos;folio_documento;identificador;texto;es;65;
nro cargos;folio_documento;identificador;texto;es;65;
nro castigos;folio_documento;identificador;texto;es;65;
nro consultas;folio_documento;identificador;texto;es;65;
nro convenios;folio_documento;identificador;texto;es;65;
nro creditos;folio_documento;identificador;texto;es;65;
nro cuotas;folio_documento;identificador;texto;es;65;
nro de abonos;folio_documento;identificador;texto;es;65;
nro de ajustes;folio_documento;identificador;texto;es;65;
nro de anticipos;folio_documento;identificador;texto;es;65;
nro de arriendos;folio_documento;identificador;texto;es;65;
nro de cargos;folio_documento;identificador;texto;es;65;
nro de castigos;folio_documento;identificador;texto;es;65;
nro de consultas;folio_documento;identificador;texto;es;65;
nro de convenios;folio_documento;identificador;texto;es;65;
nro de creditos;folio_documento;identificador;texto;es;65;
nro de cuotas;folio_documento;identificador;texto;es;65;
nro de descuento aplicados;folio_documento;identificador;texto;es;65;
nro de donaciones;folio_documento;identificador;texto;es;65;
nro de garantias;folio_documento;identificador;texto;es;65;
nro de inversiones;folio_documento;identificador;texto;es;65;
nro de licitaciones;folio_documento;identificador;texto;es;65;
nro de matriculas;folio_documento;identificador;texto;es;65;
nro de multas;folio_documento;identificador;texto;es;65;
nro de polizas;folio_documento;identificador;texto;es;65;
nro de prestamos;folio_documento;identificador;texto;es;65;
nro de provisiones;folio_documento;identificador;texto;es;65;
nro de recibos;folio_documento;identificador;texto;es;65;
nro de reclamos;folio_documento;identificador;texto;es;65;
nro de rendimientos;folio_documento;identificador;texto;es;65;
nro de siniestros;folio_documento;identificador;texto;es;65;
nro de suscripciones;folio_documento;identificador;texto;es;65;
nro de voucheres;folio_documento;identificador;texto;es;65;
nro descuento aplicados;folio_documento;identificador;texto;es;65;
nro donaciones;folio_documento;identificador;texto;es;65;
nro garantias;folio_documento;identificador;texto;es;65;
nro inversiones;folio_documento;identificador;texto;es;65;
nro licitaciones;folio_documento;identificador;texto;es;65;
nro matriculas;folio_documento;identificador;texto;es;65;
nro multas;folio_documento;identificador;texto;es;65;
nro polizas;folio_documento;identificador;texto;es;65;
nro prestamos;folio_documento;identificador;texto;es;65;
nro provisiones;folio_documento;identificador;texto;es;65;
nro recibos;folio_documento;identificador;texto;es;65;
nro reclamos;folio_documento;identificador;texto;es;65;
nro rendimientos;folio_documento;identificador;texto;es;65;
nro siniestros;folio_documento;identificador;texto;es;65;
nro suscripciones;folio_documento;identificador;texto;es;65;
nro voucheres;folio_documento;identificador;texto;es;65;
numero abonos;folio_documento;identificador;texto;es;65;
numero ajustes;folio_documento;identificador;texto;es;65;
numero anticipos;folio_documento;identificador;texto;es;65;
numero arriendos;folio_documento;identificador;texto;es;65;
numero cargos;folio_documento;identificador;texto;es;65;
numero castigos;folio_documento;identificador;texto;es;65;
numero consultas;folio_documento;identificador;texto;es;65;
numero convenios;folio_documento;identificador;texto;es;65;
numero creditos;folio_documento;identificador;texto;es;65;
numero cuotas;folio_documento;identificador;texto;es;65;
numero de abonos;folio_documento;identificador;texto;es;65;
numero de ajustes;folio_documento;identificador;texto;es;65;
numero de anticipos;folio_documento;identificador;texto;es;65;
numero de arriendos;folio_documento;identificador;texto;es;65;
numero de cargos;folio_documento;identificador;texto;es;65;
numero de castigos;folio_documento;identificador;texto;es;65;
numero de consultas;folio_documento;identificador;texto;es;65;
numero de convenios;folio_documento;identificador;texto;es;65;
numero de creditos;folio_documento;identificador;texto;es;65;
numero de cuotas;folio_documento;identificador;texto;es;65;
numero de descuento aplicados;folio_documento;identificador;texto;es;65;
numero de donaciones;folio_documento;identificador;texto;es;65;
numero de garantias;folio_documento;identificador;texto;es;65;
numero de inversiones;folio_documento;identificador;texto;es;65;
numero de licitaciones;folio_documento;identificador;texto;es;65;
numero de matriculas;folio_documento;identificador;texto;es;65;
numero de multas;folio_documento;identificador;texto;es;65;
numero de polizas;folio_documento;identificador;texto;es;65;
numero de prestamos;folio_documento;identificador;texto;es;65;
numero de provisiones;folio_documento;identificador;texto;es;65;
numero de recibos;folio_documento;identificador;texto;es;65;
numero de rendimientos;folio_documento;identificador;texto;es;65;
numero de siniestros;folio_documento;identificador;texto;es;65;
numero de suscripciones;folio_documento;identificador;texto;es;65;
numero de voucheres;folio_documento;identificador;texto;es;65;
numero descuento aplicados;folio_documento;identificador;texto;es;65;
numero donaciones;folio_documento;identificador;texto;es;65;
numero garantias;folio_documento;identificador;texto;es;65;
numero inversiones;folio_documento;identificador;texto;es;65;
numero licitaciones;folio_documento;identificador;texto;es;65;
numero matriculas;folio_documento;identificador;texto;es;65;
numero multas;folio_documento;identificador;texto;es;65;
numero polizas;folio_documento;identificador;texto;es;65;
numero prestamos;folio_documento;identificador;texto;es;65;
numero provisiones;folio_documento;identificador;texto;es;65;
numero recibos;folio_documento;identificador;texto;es;65;
numero rendimientos;folio_documento;identificador;texto;es;65;
numero siniestros;folio_documento;identificador;texto;es;65;
numero suscripciones;folio_documento;identificador;texto;es;65;
doc_boleta;folio_documento;identificador;texto;es;60;
doc_compra;folio_documento;identificador;texto;es;60;
doc_contra;folio_documento;identificador;texto;es;60;
doc_cotiza;folio_documento;identificador;texto;es;60;
doc_factur;folio_documento;identificador;texto;es;60;
doc_guiade;folio_documento;identificador;texto;es;60;
doc_notacr;folio_documento;identificador;texto;es;60;
doc_notade;folio_documento;identificador;texto;es;60;
doc_orden;folio_documento;identificador;texto;es;60;
doc_pedido;folio_documento;identificador;texto;es;60;
doc_transa;folio_documento;identificador;texto;es;60;
doc_venta;folio_documento;identificador;texto;es;60;
fol_boleta;folio_documento;identificador;texto;es;60;
fol_compra;folio_documento;identificador;texto;es;60;
fol_contra;folio_documento;identificador;texto;es;60;
fol_cotiza;folio_documento;identificador;texto;es;60;
fol_factur;folio_documento;identificador;texto;es;60;
fol_guiade;folio_documento;identificador;texto;es;60;
fol_notacr;folio_documento;identificador;texto;es;60;
fol_notade;folio_documento;identificador;texto;es;60;
fol_orden;folio_documento;identificador;texto;es;60;
fol_pedido;folio_documento;identificador;texto;es;60;
fol_transa;folio_documento;identificador;texto;es;60;
fol_venta;folio_documento;identificador;texto;es;60;
folio del boletas;folio_documento;identificador;texto;es;60;
folio del casos;folio_documento;identificador;texto;es;60;
folio del compras;folio_documento;identificador;texto;es;60;
folio del comprobantes;folio_documento;identificador;texto;es;60;
folio del contratos;folio_documento;identificador;texto;es;60;
folio del cotizaciones;folio_documento;identificador;texto;es;60;
folio del documentos;folio_documento;identificador;texto;es;60;
folio del egresos;folio_documento;identificador;texto;es;60;
folio del expedientes;folio_documento;identificador;texto;es;60;
folio del facturas;folio_documento;identificador;texto;es;60;
folio del gastos;folio_documento;identificador;texto;es;60;
folio del guia despachos;folio_documento;identificador;texto;es;60;
folio del ingresos;folio_documento;identificador;texto;es;60;
folio del liquidaciones;folio_documento;identificador;texto;es;60;
folio del movimientos;folio_documento;identificador;texto;es;60;
folio del nota creditos;folio_documento;identificador;texto;es;60;
folio del nota debitos;folio_documento;identificador;texto;es;60;
folio del operaciones;folio_documento;identificador;texto;es;60;
folio del ordenes;folio_documento;identificador;texto;es;60;
folio del pedidos;folio_documento;identificador;texto;es;60;
folio del proyectos;folio_documento;identificador;texto;es;60;
folio del remesas;folio_documento;identificador;texto;es;60;
folio del rendiciones;folio_documento;identificador;texto;es;60;
folio del servicios;folio_documento;identificador;texto;es;60;
folio del solicitudes;folio_documento;identificador;texto;es;60;
folio del tramites;folio_documento;identificador;texto;es;60;
folio del transacciones;folio_documento;identificador;texto;es;60;
folio del ventas;folio_documento;identificador;texto;es;60;
n del boletas;folio_documento;identificador;texto;es;60;
n del casos;folio_documento;identificador;texto;es;60;
n del compras;folio_documento;identificador;texto;es;60;
n del comprobantes;folio_documento;identificador;texto;es;60;
n del contratos;folio_documento;identificador;texto;es;60;
n del cotizaciones;folio_documento;identificador;texto;es;60;
n del documentos;folio_documento;identificador;texto;es;60;
n del egresos;folio_documento;identificador;texto;es;60;
n del expedientes;folio_documento;identificador;texto;es;60;
n del facturas;folio_documento;identificador;texto;es;60;
n del gastos;folio_documento;identificador;texto;es;60;
n del guia despachos;folio_documento;identificador;texto;es;60;
n del ingresos;folio_documento;identificador;texto;es;60;
n del liquidaciones;folio_documento;identificador;texto;es;60;
n del movimientos;folio_documento;identificador;texto;es;60;
n del nota creditos;folio_documento;identificador;texto;es;60;
n del nota debitos;folio_documento;identificador;texto;es;60;
n del operaciones;folio_documento;identificador;texto;es;60;
n del ordenes;folio_documento;identificador;texto;es;60;
n del pedidos;folio_documento;identificador;texto;es;60;
n del proyectos;folio_documento;identificador;texto;es;60;
n del remesas;folio_documento;identificador;texto;es;60;
n del rendiciones;folio_documento;identificador;texto;es;60;
n del servicios;folio_documento;identificador;texto;es;60;
n del solicitudes;folio_documento;identificador;texto;es;60;
n del tramites;folio_documento;identificador;texto;es;60;
n del transacciones;folio_documento;identificador;texto;es;60;
n del ventas;folio_documento;identificador;texto;es;60;
nro del boletas;folio_documento;identificador;texto;es;60;
nro del casos;folio_documento;identificador;texto;es;60;
nro del compras;folio_documento;identificador;texto;es;60;
nro del comprobantes;folio_documento;identificador;texto;es;60;
nro del contratos;folio_documento;identificador;texto;es;60;
nro del cotizaciones;folio_documento;identificador;texto;es;60;
nro del documentos;folio_documento;identificador;texto;es;60;
nro del egresos;folio_documento;identificador;texto;es;60;
nro del expedientes;folio_documento;identificador;texto;es;60;
nro del facturas;folio_documento;identificador;texto;es;60;
nro del gastos;folio_documento;identificador;texto;es;60;
nro del guia despachos;folio_documento;identificador;texto;es;60;
nro del ingresos;folio_documento;identificador;texto;es;60;
nro del liquidaciones;folio_documento;identificador;texto;es;60;
nro del movimientos;folio_documento;identificador;texto;es;60;
nro del nota creditos;folio_documento;identificador;texto;es;60;
nro del nota debitos;folio_documento;identificador;texto;es;60;
nro del operaciones;folio_documento;identificador;texto;es;60;
nro del ordenes;folio_documento;identificador;texto;es;60;
nro del pedidos;folio_documento;identificador;texto;es;60;
nro del proyectos;folio_documento;identificador;texto;es;60;
nro del remesas;folio_documento;identificador;texto;es;60;
nro del rendiciones;folio_documento;identificador;texto;es;60;
nro del servicios;folio_documento;identificador;texto;es;60;
nro del solicitudes;folio_documento;identificador;texto;es;60;
nro del tramites;folio_documento;identificador;texto;es;60;
nro del transacciones;folio_documento;identificador;texto;es;60;
nro del ventas;folio_documento;identificador;texto;es;60;
num del boletas;folio_documento;identificador;texto;es;60;
num del casos;folio_documento;identificador;texto;es;60;
num del compras;folio_documento;identificador;texto;es;60;
num del comprobantes;folio_documento;identificador;texto;es;60;
num del contratos;folio_documento;identificador;texto;es;60;
num del cotizaciones;folio_documento;identificador;texto;es;60;
num del documentos;folio_documento;identificador;texto;es;60;
num del egresos;folio_documento;identificador;texto;es;60;
num del expedientes;folio_documento;identificador;texto;es;60;
num del facturas;folio_documento;identificador;texto;es;60;
num del gastos;folio_documento;identificador;texto;es;60;
num del guia despachos;folio_documento;identificador;texto;es;60;
num del ingresos;folio_documento;identificador;texto;es;60;
num del liquidaciones;folio_documento;identificador;texto;es;60;
num del movimientos;folio_documento;identificador;texto;es;60;
num del nota creditos;folio_documento;identificador;texto;es;60;
num del nota debitos;folio_documento;identificador;texto;es;60;
num del operaciones;folio_documento;identificador;texto;es;60;
num del ordenes;folio_documento;identificador;texto;es;60;
num del pedidos;folio_documento;identificador;texto;es;60;
num del proyectos;folio_documento;identificador;texto;es;60;
num del remesas;folio_documento;identificador;texto;es;60;
num del rendiciones;folio_documento;identificador;texto;es;60;
num del servicios;folio_documento;identificador;texto;es;60;
num del solicitudes;folio_documento;identificador;texto;es;60;
num del tramites;folio_documento;identificador;texto;es;60;
num del transacciones;folio_documento;identificador;texto;es;60;
num del ventas;folio_documento;identificador;texto;es;60;
numero del casos;folio_documento;identificador;texto;es;60;
numero del comprobantes;folio_documento;identificador;texto;es;60;
numero del documentos;folio_documento;identificador;texto;es;60;
numero del expedientes;folio_documento;identificador;texto;es;60;
numero del solicitudes;folio_documento;identificador;texto;es;60;
numero del tramites;folio_documento;identificador;texto;es;60;
doc_boletas;folio_documento;identificador;texto;es;50;
doc_compras;folio_documento;identificador;texto;es;50;
doc_contras;folio_documento;identificador;texto;es;50;
doc_cotizas;folio_documento;identificador;texto;es;50;
doc_factures;folio_documento;identificador;texto;es;50;
doc_guiades;folio_documento;identificador;texto;es;50;
doc_notacres;folio_documento;identificador;texto;es;50;
doc_notades;folio_documento;identificador;texto;es;50;
doc_ordenes;folio_documento;identificador;texto;es;50;
doc_pedidos;folio_documento;identificador;texto;es;50;
doc_transas;folio_documento;identificador;texto;es;50;
doc_ventas;folio_documento;identificador;texto;es;50;
fol_boletas;folio_documento;identificador;texto;es;50;
fol_compras;folio_documento;identificador;texto;es;50;
fol_contras;folio_documento;identificador;texto;es;50;
fol_cotizas;folio_documento;identificador;texto;es;50;
fol_factures;folio_documento;identificador;texto;es;50;
fol_guiades;folio_documento;identificador;texto;es;50;
fol_notacres;folio_documento;identificador;texto;es;50;
fol_notades;folio_documento;identificador;texto;es;50;
fol_ordenes;folio_documento;identificador;texto;es;50;
fol_pedidos;folio_documento;identificador;texto;es;50;
fol_transas;folio_documento;identificador;texto;es;50;
fol_ventas;folio_documento;identificador;texto;es;50;
clave;id;identificador;texto;es;100;
codigo;id;identificador;texto;es;100;
codigo interno;id;identificador;texto;es;100;
codigo sistema;id;identificador;texto;es;100;
correlativo;id;identificador;texto;es;100;
hash;id;identificador;texto;es;100;
id;id;identificador;texto;es;100;
id cliente;id;identificador;texto;es;100;
id pedido;id;identificador;texto;es;100;
id producto;id;identificador;texto;es;100;
id registro;id;identificador;texto;es;100;
id transaccion;id;identificador;texto;es;100;
id usuario;id;identificador;texto;es;100;
id venta;id;identificador;texto;es;100;
identificador;id;identificador;texto;es;100;
key;id;identificador;texto;es;100;
llave;id;identificador;texto;es;100;
numero interno;id;identificador;texto;es;100;
numero registro;id;identificador;texto;es;100;
ref;id;identificador;texto;es;100;
referencia;id;identificador;texto;es;100;
secuencia;id;identificador;texto;es;100;
uuid;id;identificador;texto;es;100;
claves;id;identificador;texto;es;90;
codigo internos;id;identificador;texto;es;90;
codigo sistemas;id;identificador;texto;es;90;
codigos;id;identificador;texto;es;90;
correlativos;id;identificador;texto;es;90;
id clientes;id;identificador;texto;es;90;
id pedidos;id;identificador;texto;es;90;
id productos;id;identificador;texto;es;90;
id registros;id;identificador;texto;es;90;
id transacciones;id;identificador;texto;es;90;
id usuarios;id;identificador;texto;es;90;
id ventas;id;identificador;texto;es;90;
identificadores;id;identificador;texto;es;90;
ides;id;identificador;texto;es;90;
keyes;id;identificador;texto;es;90;
llaves;id;identificador;texto;es;90;
numero internos;id;identificador;texto;es;90;
numero registros;id;identificador;texto;es;90;
record id;id;identificador;texto;en;90;
ref number;id;identificador;texto;en;90;
reference;id;identificador;texto;en;90;
referencias;id;identificador;texto;es;90;
row id;id;identificador;texto;en;90;
secuencias;id;identificador;texto;es;90;
transaction id;id;identificador;texto;en;90;
uuides;id;identificador;texto;es;90;
codigo_boleta;id;identificador;texto;es;80;
codigo_cliente;id;identificador;texto;es;80;
codigo_compra;id;identificador;texto;es;80;
codigo_contrato;id;identificador;texto;es;80;
codigo_cotizacion;id;identificador;texto;es;80;
codigo_egreso;id;identificador;texto;es;80;
codigo_empleado;id;identificador;texto;es;80;
codigo_externo;id;identificador;texto;es;80;
codigo_factura;id;identificador;texto;es;80;
codigo_gasto;id;identificador;texto;es;80;
codigo_guia despacho;id;identificador;texto;es;80;
codigo_ingreso;id;identificador;texto;es;80;
codigo_liquidacion;id;identificador;texto;es;80;
codigo_movimiento;id;identificador;texto;es;80;
codigo_nota credito;id;identificador;texto;es;80;
codigo_nota debito;id;identificador;texto;es;80;
codigo_operacion;id;identificador;texto;es;80;
codigo_orden;id;identificador;texto;es;80;
codigo_pedido;id;identificador;texto;es;80;
codigo_proveedor;id;identificador;texto;es;80;
codigo_proyecto;id;identificador;texto;es;80;
codigo_registro;id;identificador;texto;es;80;
codigo_remesa;id;identificador;texto;es;80;
codigo_rendicion;id;identificador;texto;es;80;
codigo_transaccion;id;identificador;texto;es;80;
codigo_usuario;id;identificador;texto;es;80;
codigo_venta;id;identificador;texto;es;80;
id_boleta;id;identificador;texto;es;80;
id_compra;id;identificador;texto;es;80;
id_contrato;id;identificador;texto;es;80;
id_cotizacion;id;identificador;texto;es;80;
id_egreso;id;identificador;texto;es;80;
id_empleado;id;identificador;texto;es;80;
id_externo;id;identificador;texto;es;80;
id_factura;id;identificador;texto;es;80;
id_gasto;id;identificador;texto;es;80;
id_guia despacho;id;identificador;texto;es;80;
id_ingreso;id;identificador;texto;es;80;
id_interno;id;identificador;texto;es;80;
id_liquidacion;id;identificador;texto;es;80;
id_movimiento;id;identificador;texto;es;80;
id_nota credito;id;identificador;texto;es;80;
id_nota debito;id;identificador;texto;es;80;
id_operacion;id;identificador;texto;es;80;
id_orden;id;identificador;texto;es;80;
id_proveedor;id;identificador;texto;es;80;
id_proyecto;id;identificador;texto;es;80;
id_remesa;id;identificador;texto;es;80;
id_rendicion;id;identificador;texto;es;80;
id_servicio;id;identificador;texto;es;80;
id_sistema;id;identificador;texto;es;80;
codigo_boletas;id;identificador;texto;es;70;
codigo_clientes;id;identificador;texto;es;70;
codigo_compras;id;identificador;texto;es;70;
codigo_contratos;id;identificador;texto;es;70;
codigo_cotizaciones;id;identificador;texto;es;70;
codigo_egresos;id;identificador;texto;es;70;
